1538 16184 12890 11586 7426 21821 1184 17341 3802 20669 16579 6268 8316 12202 1436 15539 6382 3157 12621 7765 13022 760 7547 5233 16182 3758 971 13606 12312 23664 6850 8271 8794 6755 9770 10509 8152 3561 17638 936 9547 9662 1146 19520 8964 2571 20856 23305
2034 18341 21901 13603 20053 22623 18861 14512 10367 19562 6091 21266 8619 8051 16673 14073 22645 14720 4226 14127 2186 1551 2566 8371 9259 18636 8754 593 2735 4088 4420 16911 16127 2981 12035 12722 4117 12192 1260 2976 22703 22723 4664 701 22116 11869 2517 20082
10924 3973 15016 20231 14987 9487 22151 7403 5264 7291 19107 11096 20683 3093 15955 9430 2879 1097 10 20287 7132 15583 7835 17410 4911 1487 4900 17564 11501 8118 13861 11619 1554 1301 13851 20601 17551 10494 11244 18825 17106 10493 23231 17669 5406 3894 8434 17280
4372 21413 4567 8257 13858 4779 14501 12796 22698 9320 11327 1406 6417 13852 15624 17056 10124 13330 7337 870 2984 20451 2590 14861 8077 1198 581 9837 22664 14935 19444 20681 3365 9262 20793 20734 20152 9749 19686 6568 6039 13898 21449 8805 10213 19880 18041 6849
1340 14393 8979 9886 18645 11772 14865 7648 16182 17259 1186 20717 11434 927 17331 15814 9232 4681 16224 22351 19392 9435 7131 18233 16485 8440 55 22048 4385 22812 12506 1076 83 21624 5704 16989 10526 10094 4213 10612 15644 1057 19639 23744 9367 6657 18814 7332
4299 7287 21310 21178 16589 514 22887 14537 15977 1303 12669 2694 22096 20345 3295 7348 15955 4833 14900 10753 20062 17852 15011 8478 7457 10364 17280 2378 10461 23464 19751 435 1555 20754 17151 22718 13348 17041 18735 9844 9663 13344 8400 21829 6566 1162 14981 16135
6558 23159 2033 11345 3320 1509 6560 5699 10889 14540 12315 8072 4706 9615 12765 9901 20805 12357 16065 6222 4717 20685 1048 16328 11582 20573 943 5907 21145 10956 13293 4934 16827 11572 14748 3697 6381 8091 17223 20619 12859 21872 3829 10455 21212 6793 23087 23546
16461 6417 4033 20816 4713 1254 9274 1165 6367 19989 12500 23036 10884 8732 21583 669 13965 13091 4615 17143 7891 23148 11937 7293 10175 14715 15937 11900 14606 16503 21581 16245 467 11038 3195 20017 8859 5767 7655 455 7832 12637 16843 21054 11333 11047 1860 601
1999 3124 14461 21807 4337 4415 22815 6704 9705 17560 1207 10981 22748 5367 3196 44 1068 1397 15098 11470 6031 17918 5035 4861 2692 15996 23526 8594 18671 21049 13895 3298 15823 21343 7742 9123 14425 22731 17753 6039 17764 5775 17879 20608 18917 16686 5035 20887
2452 13366 16233 18908 2341 22316 8744 1061 20128 5175 21795 20328 23459 16965 1229 6825 4725 21310 17226 641 2909 17794 11050 20625 1388 19685 9486 18956 20475 1552 7072 17257 9678 18170 12573 11316 22434 5646 12496 6125 12851 610 14515 1027 22619 4719 3037 1146
19029 16511 12757 6250 450 3094 3791 612 3550 6483 16862 2391 18097 6422 14249 6458 1840 5705 17288 17434 8105 17193 9258 10107 21167 3229 13670 2891 12036 8869 14651 8794 14337 8415 3266 11219 4897 7771 17385 18682 7026 5734 7599 18184 3769 8457 16032 15026
