7970 10735 3045 3045 3045 36 36 50 3969 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484 484
7669 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 60 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52
4484 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
14188 17068 15148 552 552 552 552 552 552 552 552 552 552 552 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
354 16975 1103 15254 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394
241 241 4732 46 15881 1523 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
4372 21613 10774 19748 6511 16431 16431 16431 16431 8033 16409 18953 4227 23433 1117 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773 1773
14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133 14133
3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
5340 16778 22033 12646 23572 20799 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525
70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70
555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 555 135 135 135 135 135 135 135 135 135 135 3998 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
10837 10837 3387 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933
7898 1412 9568 9448 9448 9448 9448 9448 9448 9448 9448 9448 9448 9448 9448 9448 9448 9448 9448 6511 6511 16431 1538 6511 6511 17213 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
23133 17077 18210 20376 16136 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
51 51 51 51 51 51 51 51 51 51 51 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 2328 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 21437 13525 13525 13525 13525 13525 13525 13525
7948 7948 16431 14480 14557 14300 23651 9389 20348 22579 4296 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
883 6845 21577 135 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 742 6558 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 3476 17213
11466 5275 10086 17476 4081 17158 16875 20780 20780 15885 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525
3842 21679 22577 10089 5311 16431 6511 6511 6511 16431 16431 16431 6511 16431 6511 4066 2395 13493 13493 13493 13493 13493 13493 13493 13493 6971 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105 11105
19896 15248 19682 2836 7678 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 959 12765 13048 18022 18 18 18 18
14559 20807 3440 55 15881 70 70 70 70 70 70 70 70 70 36 46 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 60 48 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464 9464
16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418 16418
6403 593 18989 592 14480 14480 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
683 3869 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394
18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898 18898
50 4414 4735 36 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457
1910 15790 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
29 4441 10735 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 10735 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
4441 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457 4457
20049 20063 20063 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525
4887 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523
57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 57 3933 3933 3933 3933 3933 3933 3933
19652 8293 2209 22278 6527 984 984 984 984 984 984 984 2352 3933 3933 3933 3933 3933 3933 2349 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525
2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446 2446
7373 121 140 140 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
3795 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 5521 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933
5065 22371 11317 15540 22602 1853 972 972 972 972 972 972 972 972 972 972 972 972 972 972 972 972 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
164 164 164 164 164 164 164 164 164 164 164 164 3795 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 5521 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525
10245 15871 20978 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
20519 14480 6511 6511 16431 6511 21943 5932 5932 5932 5932 5932 6927 21316 16261 19410 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117 117
3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933
16710 23505 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 2267 14479 21452 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394 21394
929 1757 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 1846 3778 9046 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933 3933
12731 4732 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861 3861
5070 1190 23451 14715 401 11401 20551 2080 2352 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525 13525
8316 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168 168
15085 22639 21391 21391 21391 21391 21391 21391 21391 21391 22991 3224 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897 19897
23597 1882 9333 9119 13726 19921 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756 19756
70 70 70 70 70 70 70 70 36 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 5554 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630 3630
5572 10705 3761 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6997 6511 6511 1538 1538 16431 6511 16431 6511 16431 6511 6511 1538 19498 19498 19498 19498 19498 19498 19498 19498 19498 19498
473 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
1980 6258 3442 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357 1357
17918 6511 16431 16431 6511 6511 16431 16431 14480 16431 6511 5074 5074 6839 16431 12566 22267 22267 22267 8233 8233 8233 14480 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164 2164
2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351 2351
1688 9391 13472 20447 13901 21523 4655 5026 3795 10735 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045 3045
18948 21892 21892 14480 6511 7671 14558 14558 14558 14558 16431 16431 16431 6511 6511 6511 6511 7671 14480 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577 14577
8766 21649 2303 6971 14480 16431 16431 16431 14300 16772 8202 23589 13691 6425 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076 11076
